100	1273	9	6.2	0.03019	55.34115
300	1273	9	6.2	0.05915	52.25981
1000	1273	9	6.2	0.10053	52.01403
10	1223	9	6.2	0.01027	63.28707
20	1223	9	6.2	0.01793	60.59369
50	1223	9	6.2	0.02054	60.18545
100	1223	9	6.2	0.01981	59.15134
300	1223	9	6.2	0.03923	60.35633
1000	1223	9	6.2	0.03318	60.1088
0.5	1373	200	123	0.02302	52.90459
1	1373	200	123	0.03771	53.63241
2	1373	200	123	0.02386	52.93453
5	1373	200	123	0.04308	53.66931
20	1373	200	123	0.01548	50.12186
50	1373	200	123	0.0825	45.61133
100	1373	200	123	0.09422	44.64994
300	1373	200	123	0.14752	39.96091
1000	1373	200	123	0.23187	38.55344
0.5	1323	200	123	0.01881	52.93635
1	1323	200	123	0.00248	51.08985
2	1323	200	123	0.00236	51.35889
5	1323	200	123	0.04171	50.58822
20	1323	200	123	0.005	48.55117
100	1323	200	123	0.01949	51.92729
300	1323	200	123	0.05564	44.45924
1000	1323	200	123	0.07019	44.53693
0.5	1273	200	123	0.02436	50.58604
1	1273	200	123	0.03678	54.65475
2	1273	200	123	0.04944	53.36339
5	1273	200	123	0.137	53.70827
10	1273	200	123	0.01726	47.57805
20	1273	200	123	0.02543	49.93682
50	1273	200	123	0.03374	50.21842
100	1273	200	123	0.04699	49.05077
300	1273	200	123	0.0411	49.67235
1000	1273	200	123	0.03048	50.78305
1	1223	200	123	0.03856	57.2783
2	1223	200	123	0.05257	55.17199
5	1223	200	123	0.13103	55.05604
100	1223	200	123	0.02671	51.84121
300	1223	200	123	0.05519	52.25588
1000	1223	200	123	0.02035	50.87727
